furnish,공급하다,고등,0
fuse,신관,고등,0
gasoline,가솔린,고등,0
gaze,지켜보다,고등,0
generate,낳다,고등,0
glare,번쩍이는 빛,고등,0
glimpse,흘끗 봄,고등,0
grasp,붙잡다,고등,0
gross,총계의,고등,0
guardian,보호자,고등,0
gulf,만,고등,0
habitat,(동물의)자연번식지,고등,0
halt,멈춰서다,고등,0
haunt,자주가다,고등,0
headquarters,본부,고등,0
heir,상속인,고등,0
hence,그러므로,고등,0
heritage,세습 재산,고등,0
hook,갈고리,고등,0
horn,뿔,고등,0
hostage,볼모,고등,0
hostile,반대하는,고등,0
hypothesis,가설,고등,0
ideology,공리,고등,0
illusion,환영,고등,0
immense,무한한,고등,0
immigrate,이주하다,고등,0
implement,기구,고등,0
imply,함축하다,고등,0
impose,부과하다,고등,0
incline,기울이다,고등,0
incorporate,합동시키다,고등,0
index,색인,고등,0
induce,꾀다,고등,0
inevitable,피할 수 없는,고등,0
infect,감염시키다,고등,0
infer,추론하다,고등,0
inflate,부풀게 하다,고등,0
inherent,생태의,고등,0
inhibit,금하다,고등,0
inquire,묻다,고등,0
integrate,통합하다,고등,0
intervene,사이에 들다,고등,0
intrigue,음모,고등,0
judicial,사법의,고등,0
keen,날카로운,고등,0
knot,매듭(=tie),고등,0
lease,임대차,고등,0
legislate,법률을 제정하다,고등,0
legitimate,합법의,고등,0
literal,문자의,고등,0
lone,혼자의,고등,0
lump,덩어리,고등,0
magnificent,장대한,고등,0
manifest,명백히 하다,고등,0
manipulate,(손으로)다루다,고등,0
meanwhile,그동안,고등,0
medieval,중세(풍)의,고등,0
mere,단순한,고등,0
merge,합병하다,고등,0
metropolitan,수도권(의),고등,0
migrate,이주하다,고등,0
mock,조롱하다,고등,0
moderate,절제하는,고등,0
modest,겸손한,고등,0
modify,변경하다,고등,0
molecule,분자,고등,0
monument,기념비,고등,0
mortal,죽을운명의,고등,0
mutual,상호의,고등,0
naive,소박한,고등,0
nanny,유모,고등,0
nasty,불쾌한,고등,0
nominate,추천하다,고등,0
nonetheless,역시,고등,0
norm,표준,고등,0
notion,n/관념,고등,0
numerous,다 수의/ 수많은/ 셀 수 없이 많은,고등,0
nun,수녀 집비둘기의 일종,고등,0
oblige,(의무를)별수없이 -하게하다,고등,0
obsess,늘러붙다,고등,0
orbit,궤도,고등,0
ounce,삵괭이,고등,0
outrage,불법(적인 행위),고등,0
overwhelm,압도하다,고등,0
panel,판벽널,고등,0
parallel,평행의,고등,0
parliament,의회,고등,0
particle,입자,고등,0
pat,톡톡 가볍게 치다,고등,0
patch,깁는 헝겊,고등,0
patent,전매특허권 전매특허의,고등,0
patrol,순회,고등,0
pave,(도로를)포장하다,고등,0
peasant,농부,고등,0
persist,고집하다,고등,0
perspective,원근법의 원근 화법,고등,0
phase,국면,고등,0
pinch,꼬집다,고등,0
pitch,던지다,고등,0
polish,닦다/ 갈다/ 윤내다,고등,0
pope,로마 교황  최고 권위자로 자처하는 사람,고등,0
portion,일부/ 부분,고등,0
preach,설교하다,고등,0
precede,-에 앞서다,고등,0
predator,약탈자,고등,0
prejudice,편견/ 선입관,고등,0
premier,국무 총리/ 수상,고등,0
premium,할증금/  액면 초과액/ 프리미엄,고등,0
presume,가정하다,고등,0
prevail,이기다/ 극복하다/ 압도하다 우세하다/ 보급되다,고등,0
prior,이전의/ 앞의,고등,0
privilege,특권/ 특전/ 특별 취급,고등,0
procedure,진행/ 경과 절차,고등,0
profile,옆 얼굴/ 반면상 인물 소개  태도/ 자세,고등,0
profound,깊은/ 심원한,고등,0
prohibit,금하다/ 금지하다,고등,0
prominent,두드러진/ 돌기한/ 양각된 현저한/ 탁월한/ 중요한,고등,0
prompt,재빠른/ 신속한/ 즉시 …하는,고등,0
proportion,비율/ 비 균형/ 조화,고등,0
prosper,번영하다,고등,0
provoke,화나게 하다,고등,0
questionnaire,질문표,고등,0
quote,인용하다,고등,0
rage,격노,고등,0
rally,규합하다,고등,0
rational,합리적인,고등,0
rear,뒤,고등,0
rebel,반역자,고등,0
recruit,신병,고등,0
refine,정제정련하다,고등,0
regulate,규정하다,고등,0
reinforce,보강하다,고등,0
relevant,관련된,고등,0
reluctant,마음이 내키지 않는,고등,0
reputation,평판,고등,0
reside,거주하다,고등,0
resign,사임하다,고등,0
respective,각각의,고등,0
restrain,제지하다,고등,0
restrict,제한하다,고등,0
resume,다시 잡다,고등,0
retail,소매,고등,0
retain,보유하다,고등,0
retreat,후퇴,고등,0
revenge,복수,고등,0
reverse,역,고등,0
rid,면하게하다,고등,0
ridiculous,어리석은,고등,0
riot,폭동/ 소요/ 소동   야단법석/ 다채로움/,고등,0
roar,으르렁거리다 으르렁소리,고등,0
rod,막대,고등,0
rot,썩다,고등,0
sack,마대,고등,0
salon,객실,고등,0
scarce,부족한,고등,0
scatter,뿔뿔이 흩어 버리다,고등,0
scope,범위,고등,0
screw,나사,고등,0
scrub,(관목의)숲,고등,0
sculpture,조각 조각하다,고등,0
seize,붙잡다,고등,0
sentiment,정서,고등,0
sequence,연속,고등,0
shelter,피난처,고등,0
shield,방패,고등,0
shrink,줄어들다,고등,0
simulate,흉내내다,고등,0
simultaneous,동시에 일어나는(존재하는),고등,0
slaughter,도살,고등,0
slight,약간의,고등,0
slope,비탈,고등,0
sneak,몰래 움직이다,고등,0
sniff,코를 킁킁거리다,고등,0
sole,유일한 발바닥,고등,0
sophisticated,물정에 닳고 닳은,고등,0
span,한 뼘,고등,0
spectacle,광경,고등,0
spectrum,스펙트럼,고등,0
sphere,구,고등,0
spill,엎지르다,고등,0
spit,침을 뱉다,고등,0
spite,악의,고등,0
splash,튀기다,고등,0
split,쪼개다,고등,0
spouse,배우자,고등,0
stack,낟가리,고등,0
starve,굶어 죽다,고등,0
statistic,통계의 통계량,고등,0
steep,가파른 -에 담그다 잠기다 담그기,고등,0
stiff,굳은,고등,0
stimulate,자극하다,고등,0
stir,휘젓다,고등,0
stitch,한 바늘,고등,0
strain,잡아당기다,고등,0
strip,벗기다,고등,0
stroke,한번치기,고등,0
subjective,주관의,고등,0
submit,복종시키다,고등,0
subscribe,서명승락하다,고등,0
substance,물질,고등,0
substantial,실체의,고등,0
substitute,대용하다 대신하다 대리(인),고등,0
subtle,미묘한,고등,0
suck,빨다,고등,0
suite,수행원,고등,0
supervise,감독하다,고등,0
supplement,부록,고등,0
surrender,넘겨주다,고등,0
suspend,매달다,고등,0
sustain,떠받치다,고등,0
swear,맹세하다,고등,0
sweep,청소하다,고등,0
swell,부풀다,고등,0
swift,빠른,고등,0
tease,괴롭히다,고등,0
telegraph,전신,고등,0
temporary,일시적인,고등,0
tempt,유혹하다,고등,0
tenant,차지인,고등,0
terminate,끝내다,고등,0
terrace,계단모양의 뜰(광장),고등,0
testify,증명하다,고등,0
therapy,치료법,고등,0
thread,실,고등,0
tick,시계소리,고등,0
timber,재목,고등,0
torture,고문,고등,0
trail,질질 끌다,고등,0
transact,처리하다,고등,0
transition,변천,고등,0
transmit,보내다,고등,0
treaty,조약,고등,0
tremendous,무서운,고등,0
trigger,방아쇠 재빠른,고등,0
trim,산뜻한 정돈하다,고등,0
turnover,전복,고등,0
undergo,(영향 등을)받다,고등,0
underlie,-의 밑에 있다,고등,0
undermine,-밑을 파다,고등,0
undertake,떠맡다,고등,0
utilize,-을 이용하다,고등,0
utter,전적인,고등,0
vague,막연한,고등,0
valid,유효한,고등,0
vanish,자취를 감추다,고등,0
verbal,말의/ 말에 관한/ 언어상의/ 말로 나타낸/ 말로 된,고등,0
verse,시의 한 줄/ 시구  일련의 시구,고등,0
vertical,수평면에 직각인/ 수직의,고등,0
vessel,그릇,고등,0
veteran,노련가/ 경험 많은 대가/ 베테랑,고등,0
veterinarian,수의사,고등,0
vice,악덕/  비행/ 타락 행위,고등,0
vigorous,정력적인/ 강건한/ 활기 있는/ 격렬한,고등,0
virgin,처녀/ 동정녀/ 미혼 여성/ 동정녀 마리아,고등,0
virtual,사실상의/ 실질상의/ 실제의  허상의,고등,0
virtue,덕/ 덕행/ 선/ 선행,고등,0
vital,생명의/ 생명에 관한/ 생명유지에 필요한/ 살아 있는,고등,0
vivid,발랄한/ 약동적인/ 힘찬/ 생기있는,고등,0
vocation,천직/ 사명 직업/ 생업/ 장사  적성/ 소질/ 재능,고등,0
wagon,짐마차,고등,0
wander,헤매다,고등,0
warehouse,창고,고등,0
warrant,보증하다 보증,고등,0
warrior,병사,고등,0
weave,짜다,고등,0
weed,잡초 잡초를 뽑다,고등,0
whereas,cnj.(-인)까닭에,고등,0
whip,채찍 채찍질하다,고등,0
wicked,사악한,고등,0
widow,미망인,고등,0
withdraw,물러나다,고등,0
wreck,난파,고등,0
yield,산출하다,고등,0
a,하나의,기초,0
A.M.,오전,기초,0
about,-에 대하여,기초,0
above,-보다 위에,기초,0
academy,학술원,기초,0
accent,액센트,기초,0
accident,뜻밖의 사건,기초,0
across,가로질러,기초,0
act,vi행동하다,기초,0
add,추가하다,기초,0
address,말을 걸다,기초,0
adult,성인,기초,0
adventure,모험 모험하다,기초,0
advise,충고하다,기초,0
afraid,두려워하여,기초,0
after,후에,기초,0
afternoon,오후,기초,0
again,다시,기초,0
against,…에 반대하여,기초,0
age,연령,기초,0
ago,이전에,기초,0
agree,동의하다,기초,0
ahead,전방에,기초,0
air,공기,기초,0
airline,정기항공,기초,0
airplane,비행기,기초,0
airport,공항,기초,0
all,모든,기초,0
almost,거의,기초,0
alone,다만 홀로(혼자서),기초,0
along,-을 따라,기초,0
aloud,큰 소리로,기초,0
already,이미,기초,0
alright,더할나위없이,기초,0
also,-도 또한,기초,0
always,늘,기초,0
and,및,기초,0
angel,천사,기초,0
anger,성,기초,0
animal,동물,기초,0
another,또 하나,기초,0
answer,대답,기초,0
ant,개미,기초,0
any,어떤,기초,0
apple,사과,기초,0
area,면적,기초,0
arm,팔,기초,0
around,사방에,기초,0
arrive,도착하다,기초,0
art,예술,기초,0
as,-와 같은 정도로,기초,0
ask,묻다,기초,0
at,-에서,기초,0
aunt,아주머니,기초,0
away,떨어져서,기초,0
baby,갓난아이/ 막내   관심사/ 골치아픈 일/,기초,0
back,등,기초,0
background,배경,기초,0
bad,나쁜,기초,0
bake,굽다,기초,0
ball,공,기초,0
balloon,기구,기초,0
band,그룹,기초,0
bank,둑,기초,0
base,기초,기초,0
baseball,야구,기초,0
basic,기본의,기초,0
basket,바구니,기초,0
basketball,농구,기초,0
bat,배트,기초,0
bath,목욕,기초,0
bathroom,욕실,기초,0
battery,전지,기초,0
battle,전투,기초,0
be,-이다,기초,0
beach,해안,기초,0
bean,콩,기초,0
bear,나르다,기초,0
beauty,아름다움,기초,0
because,왜냐하면,기초,0
become,-이 되다,기초,0
bed,침대,기초,0
bedroom,침실 성적인,기초,0
bee,꿀벌,기초,0
beef,쇠고기,기초,0
before,앞에,기초,0
begin,시작하다,기초,0
behind,뒤에,기초,0
believe,믿다,기초,0
bell,종,기초,0
below,아래에,기초,0
beside,-의 곁에,기초,0
between,-의 사이에 사이에,기초,0
bicycle,자전거 자전거를 타다,기초,0
big,큰,기초,0
bill,계산서,기초,0
bird,새,기초,0
birth,출생,기초,0
birthday,생일,기초,0
bite,물다,기초,0
black,검은,기초,0
block,덩어리,기초,0
blood,피,기초,0
blue,푸른,기초,0
board,널빤지,기초,0
boat,배,기초,0
body,신체,기초,0
bomb,폭탄 폭격하다,기초,0
bone,뼈,기초,0
book,책,기초,0
boot,목이 긴 구두,기초,0
borrow,빌다,기초,0
boss,두목,기초,0
both,쌍방의,기초,0
bottle,병,기초,0
bottom,밑바닥,기초,0
bowl,사발,기초,0
boy,소년,기초,0
brain,뇌,기초,0
brake,브레이크,기초,0
branch,가지,기초,0
brand,상표,기초,0
brave,용감한,기초,0
bread,빵,기초,0
break,부수다,기초,0
breakfast,아침밥,기초,0
bridge,다리,기초,0
bright,밝은,기초,0
bring,가져오다,기초,0
brother,형제,기초,0
brown,갈색의 갈색,기초,0
brush,솔,기초,0
bubble,거품 거품이 일다,기초,0
bug,벌레,기초,0
build,짓다,기초,0
burn,시내,기초,0
business,직업,기초,0
busy,바쁜,기초,0
but,그러나 다만 (-을)제외하고,기초,0
button,단추 단추를 채우다 단추로 채워지다,기초,0
buy,사다,기초,0
by,곁에,기초,0
cage,새장,기초,0
calendar,달력,기초,0
call,부르다,기초,0
calm,평온한,기초,0
can,au-할 수 있다,기초,0
candy,사탕과자,기초,0
cap,모자,기초,0
captain,우두머리(chief),기초,0
car,자동차,기초,0
care,걱정,기초,0
carrot,당근,기초,0
carry,나르다,기초,0
cart,(2륜)짐마차,기초,0
case,경우,기초,0
cash,현금 현금으로 바꾸다 현금의,기초,0
castle,성,기초,0
cat,고양이,기초,0
catch,붙잡다,기초,0
certain,확신하는,기초,0
chain,사슬,기초,0
chair,의장,기초,0
chance,우연,기초,0
change,변화,기초,0
cheap,값싼,기초,0
check,방해,기초,0
child,아이,기초,0
choose,고르다,기초,0
church,교회,기초,0
cinema,영화관,기초,0
circle,원,기초,0
city,도시,기초,0
class,계급,기초,0
classroom,교실,기초,0
clean,청결한,기초,0
clear,맑은,기초,0
clerk,서기,기초,0
clever,영리한,기초,0
climb,기어 오르다,기초,0
clip,가위로 자르다,기초,0
clock,시계,기초,0
close,닫다,기초,0
cloth,천,기초,0
cloud,구름,기초,0
club,클럽,기초,0
coin,화폐,기초,0
cold,추운,기초,0
collect,모으다,기초,0
college,단과대학,기초,0
color,착색하다,기초,0
come,오다,기초,0
comedy,희극,기초,0
company,교제,기초,0
concert,연주회,기초,0
condition,조건,기초,0
congratulate,축하하다,기초,0
contest,겨루다,기초,0
control,억제하다,기초,0
cook,요리하다 요리사,기초,0
cookie,쿠키,기초,0
cool,서늘한,기초,0
copy,사본,기초,0
corner,모퉁이,기초,0
cost,가격,기초,0
cotton,목화,기초,0
could,aucan의 과거,기초,0
country,나라,기초,0
countryside,시골,기초,0
couple,한 쌍,기초,0
cousin,사촌,기초,0
cover,덮다,기초,0
cow,위협하다 암소,기초,0
crazy,미친,기초,0
cross,십자형,기초,0
crowd,군중,기초,0
crown,왕관,기초,0
cry,소리치다,기초,0
culture,문화,기초,0
curious,이상스러운,기초,0
curtain,커어튼,기초,0
customer,고객,기초,0
cut,베다,기초,0
cute,귀여운,기초,0
cycle,순환,기초,0
dad,아빠,기초,0
dance,댄스,기초,0
danger,위험,기초,0
dark,어두운,기초,0
date,날짜,기초,0
daughter,딸,기초,0
day,낮,기초,0
dead,죽은,기초,0
death,죽음,기초,0
decide,결정하다,기초,0
deep,깊은,기초,0
delicious,맛있는,기초,0
dentist,치과의사,기초,0
design,디자인,기초,0
desk,책상,기초,0
dialogue,대화,기초,0
diary,일기,기초,0
die,죽다,기초,0
different,다른,기초,0
difficult,곤란한,기초,0
dinner,정찬,기초,0
dirty,더러운,기초,0
discuss,토론하다,기초,0
dish,접시,기초,0
divide,나누다,기초,0
do,하다,기초,0
doctor,박사,기초,0
dog,개,기초,0
doll,인형,기초,0
dolphin,돌고래,기초,0
door,문,기초,0
double,2배의,기초,0
down,아래로,기초,0
draw,당기다,기초,0
dream,꿈,기초,0
drink,마시다,기초,0
drive,운전하다,기초,0
drop,방울,기초,0
dry,마른,기초,0
duck,머리를 물 속에 쑥 쳐박다,기초,0
during,-동안에,기초,0
ear,귀,기초,0
early,이른,기초,0
earth,지구,기초,0
east,동쪽 동쪽의 동쪽으로,기초,0
easy,쉬운,기초,0
eat,먹다,기초,0
egg,알,기초,0
elementary,기본의,기초,0
elephant,코끼리,기초,0
end,끝,기초,0
engine,엔진,기초,0
engineer,기사,기초,0
enjoy,즐기다,기초,0
enough,충분한,기초,0
enter,들어가다,기초,0
eraser,지우는 사람,기초,0
error,잘못,기초,0
evening,저녁,기초,0
every,모든,기초,0
exam,시험,기초,0
example,보기,기초,0
exercise,운동,기초,0
exit,출구,기초,0
eye,눈,기초,0
face,얼굴,기초,0
fact,사실,기초,0
factory,공장,기초,0
fail,실패하다,기초,0
fall,떨어지다,기초,0
family,가족,기초,0
famous,유명한,기초,0
fan,(영화 등의)팬,기초,0
fantastic,환상적인,기초,0
far,멀리,기초,0
farm,농장,기초,0
fast,빠른,기초,0
fat,살찐,기초,0
father,아버지,기초,0
favorite,마음에 드는 좋아하는 물건,기초,0
feel,만져보다,기초,0
fever,열,기초,0
field,들,기초,0
fight,싸움,기초,0
file,종이끼우개,기초,0
fill,가득 채우다,기초,0
find,발견하다,기초,0
fine,훌륭한,기초,0
finger,손가락 손가락을 대다,기초,0
finish,끝내다,기초,0
fire,불,기초,0
fish,물고기,기초,0
fix,고정시키다,기초,0
flag,기,기초,0
floor,마룻바닥,기초,0
flower,꽃,기초,0
fly,날다,기초,0
focus,초점,기초,0
fog,안개,기초,0
food,음식,기초,0
fool,바보,기초,0
foot,발,기초,0
football,축구,기초,0
for,대신에,기초,0
forest,숲,기초,0
forever,영원히,기초,0
forget,잊다,기초,0
form,모양,기초,0
fox,교활한 사람,기초,0
free,자유로운,기초,0
fresh,새로운,기초,0
friend,친구,기초,0
frog,개구리,기초,0
from,(분리/이탈/출발점/기점)-로 부터,기초,0
front,정면,기초,0
fruit,과일,기초,0
fry,기름으로 튀기다,기초,0
full,가득찬,기초,0
fun,즐거운 생각,기초,0
future,미래,기초,0
garden,뜰,기초,0
gate,문,기초,0
gentleman,신사,기초,0
gesture,몸짓,기초,0
get,얻다,기초,0
ghost,유령,기초,0
giant,거인,기초,0
gift,선물,기초,0
giraffe,기린,기초,0
girl,소녀,기초,0
give,주다,기초,0
glad,기쁜,기초,0
glass,유리,기초,0
glove,장갑,기초,0
glue,아교,기초,0
go,가다,기초,0
goal,결승점,기초,0
god,신,기초,0
gold,금,기초,0
good,좋은,기초,0
goodbye,안녕히 가세요,기초,0
grandfather,할아버지,기초,0
grape,포도,기초,0
grass,풀밭,기초,0
great,커다란,기초,0
green,초록색,기초,0
grey,회색의,기초,0
ground,땅,기초,0
group,집단,기초,0
grow,성장하다,기초,0
guess,추측(짐작)하다,기초,0
guide,이끌다,기초,0
guy,녀석,기초,0
habit,습관,기초,0
hair,털,기초,0
hand,손,기초,0
handsome,얼굴(자태)이 잘생긴,기초,0
hang,걸다,기초,0
happy,행운의,기초,0
hard,단단한,기초,0
hat,(테있는)모자 모자를 씌우다,기초,0
hate,미워하다,기초,0
have,가지(고 있)다,기초,0
he,(3인칭단수 남성)그,기초,0
head,머리,기초,0
headache,두통,기초,0
heart,심장,기초,0
heat,열,기초,0
heaven,하늘,기초,0
heavy,무거운,기초,0
helicopter,헬리콥터,기초,0
hello,여보,기초,0
help,돕다,기초,0
here,여기에,기초,0
hero,영웅,기초,0
high,높은,기초,0
hill,언덕/ 낮은 산 인도 고지,기초,0
history,역사,기초,0
hit,명중하다,기초,0
hobby,취미,기초,0
hold,손에 갖고 있다,기초,0
holiday,휴일,기초,0
home,가정,기초,0
homework,숙제,기초,0
honest,정직한,기초,0
honey,벌꿀,기초,0
hope,희망,기초,0
horse,말,기초,0
hospital,병원,기초,0
hot,뜨거운,기초,0
hour,시간,기초,0
house,집,기초,0
how,어떻게,기초,0
however,아무리,기초,0
human,인간의,기초,0
humor,유우머,기초,0
hundred,100 100의,기초,0
hungry,배고픈,기초,0
hunt,사냥하다,기초,0
hurry,서두르다,기초,0
husband,남편 절약하다,기초,0
I,나는/ 내가,기초,0
ice,얼음,기초,0
idea,관념,기초,0
if,만일 -이라면,기초,0
important,중요한,기초,0
in,-속에,기초,0
inside,안쪽,기초,0
into,-안으로,기초,0
introduce,안으로 들이다,기초,0
invite,초대하다,기초,0
it,그것은,기초,0
jeans,청바지,기초,0
job,일,기초,0
join,결합하다,기초,0
joy,즐거움,기초,0
just,올바른,기초,0
keep,계속하다,기초,0
key,열쇠,기초,0
kick,걷어차다,기초,0
kid,아이,기초,0
kill,죽이다,기초,0
kind,친절한,기초,0
king,왕,기초,0
kitchen,부엌,기초,0
knife,나이프,기초,0
know,알다,기초,0
lady,귀부인,기초,0
lake,호수,기초,0
land,뭍,기초,0
large,큰,기초,0
last,계속하다,기초,0
late,늦은,기초,0
lazy,게으른,기초,0
leaf,잎,기초,0
learn,배우다,기초,0
left,왼쪽의,기초,0
leg,다리,기초,0
lesson,학과,기초,0
letter,편지,기초,0
library,도서관,기초,0
lie,눕다,기초,0
light,빛,기초,0
like,좋아하다,기초,0
line,선,기초,0
lion,사자,기초,0
lip,입술,기초,0
listen,경청하다,기초,0
little,작은,기초,0
live,살다,기초,0
livingroom,거실,기초,0
long,(길이/시간 등)긴,기초,0
look,보다,기초,0
love,사랑,기초,0
low,낮은,기초,0
luck,운,기초,0
lunch,점심,기초,0
mad,미친,기초,0
mail,우편물,기초,0
make,만들다,기초,0
man,남자,기초,0
many,많은,기초,0
map,지도,기초,0
marry,결혼하다,기초,0
mathematics,수학,기초,0
may,5월  청춘/ 인생의 봄  산사나무/ 아가위나무,기초,0
meat,(식용짐승의)고기,기초,0
meet,-을 만나다,기초,0
memory,기억,기초,0
middle,한복판의,기초,0
might,힘,기초,0
milk,젖,기초,0
mind,마음,기초,0
mirror,거울,기초,0
miss,미혼 여성 실수하다,기초,0
money,금전,기초,0
monkey,원숭이,기초,0
month,월,기초,0
moon,달,기초,0
morning,아침,기초,0
mother,어머니,기초,0
mountain,산,기초,0
mouse,새앙쥐,기초,0
mouth,입,기초,0
move,움직이다,기초,0
movie,영화,기초,0
much,많은,기초,0
museum,박물관,기초,0
music,음악,기초,0
must,-해야 한다,기초,0
name,이름,기초,0
nation,국가,기초,0
nature,자연,기초,0
near,가까이 -의 가까이에 가까운 접근하다,기초,0
neck,목,기초,0
need,필요,기초,0
never,결코 -아니다,기초,0
new,새로운,기초,0
newspaper,신문,기초,0
next,다음의,기초,0
nice,니스(프랑스 남부의 항구도시),기초,0
night,밤,기초,0
no,무의,기초,0
noon,정오,기초,0
north,북/ 북 쪽/ 북부,기초,0
nose,코,기초,0
not,아니다,기초,0
note,기록,기초,0
nothing,아무것도 …없다,기초,0
now,지금,기초,0
number,수,기초,0
nurse,유모,기초,0
ocean,대양,기초,0
of,출신의,기초,0
off,떨어져,기초,0
office,임무,기초,0
often,자주,기초,0
oil,기름,기초,0
old,늙은,기초,0
on,위에,기초,0
one,하나(의),기초,0
only,유일한,기초,0
open,열다,기초,0
or,혹은,기초,0
out,밖으로,기초,0
over,위쪽,기초,0
P.M.,오후,기초,0
paint,도료,기초,0
palace,궁전,기초,0
pants,바지,기초,0
paper,종이,기초,0
parent,어버이,기초,0
park,공원,기초,0
part,부분,기초,0
pass,지나가다,기초,0
pay,지불하다,기초,0
peace,평화,기초,0
pear,서양배,기초,0
pencil,연필 연필로 쓰다,기초,0
people,사람들,기초,0
pick,따다,기초,0
picnic,소풍,기초,0
picture,그림,기초,0
pig,돼지,기초,0
pink,연분홍색,기초,0
place,장소,기초,0
plan,계획,기초,0
play,놀다,기초,0
please,기쁘게 하다,기초,0
pocket,포켓,기초,0
point,점,기초,0
police,경찰 경비하다,기초,0
poor,가난한 부족한/ 불충분한/ 빈약한,기초,0
potato,감자,기초,0
power,힘,기초,0
present,있는/ 존재하는,기초,0
pretty,예쁜/ 귀여운/ 참 한/ 조촐한,기초,0
prince,왕자/ 태자/ 세자/ 대군,기초,0
print,인쇄하다/ 프린트하다,기초,0
prize,상/ 포상/ 우등상/ 선행상,기초,0
problem,문제,기초,0
puppy,강아지,기초,0
push,밀다/ 밀치다/ 밀어서 움직 이다/ 밀어 내다,기초,0
put,놓다/ 두다,기초,0
puzzle,당황/ 혼란 괴롭히는 사람/  어려운 문제,기초,0
queen,여왕,기초,0
question,물음/ 질문/ 질의,기초,0
quick,빠른,기초,0
quiet,조용한,기초,0
rabbit,집토끼,기초,0
race,인종,기초,0
rain,비,기초,0
rainbow,무지개,기초,0
read,읽다,기초,0
ready,준비가 된,기초,0
red,붉은,기초,0
remember,기억하고 있다,기초,0
restaurant,요리점,기초,0
restroom,화장실,기초,0
return,돌아가다,기초,0
rich,부자인,기초,0
right,올바른,기초,0
ring,고리,기초,0
river,강,기초,0
road,길,기초,0
rock,바위,기초,0
roof,지붕,기초,0
room,방,기초,0
run,달리다,기초,0
sad,슬픈,기초,0
safe,안전한,기초,0
